t_stamp,Inv-01,Inv-02,Inv-03,Inv-04,Inv-05,Inv-06,Inv-07,Inv-08,Inv-09,Inv-10,Inv-11,Inv-12,Inv-13,Inv-14,Inv-15,Inv-16,Inv-17,Inv-18,Inv-19,Inv-20,Inv-21,Inv-22,Inv-23,Inv-24,Inv-25,Inv-26,Inv-27,Inv-28,Inv-29,Inv-30,Inv-31,Inv-32,Inv-33,Inv-34,Inv-35,Inv-36,Inv-37,Inv-38,Inv-39,Inv-40,Inv-41,Inv-42,Inv-43,Inv-44,Inv-45,Inv-46,Inv-47,Inv-48,Inv-49,Inv-50,Inv-51,Inv-52,Inv-53,Inv-54,Inv-55,Inv-56,Inv-57,Inv-58,Inv-59,Inv-60,Inv-61,Inv-62,Inv-63,farm,MET-farm,Month,Week,Day
2024-11-01 00:00:00,-0.011613193130152607,-0.012225327301139666,-0.010289743874462716,-0.011690994826691191,-0.009792559897801692,-0.01214786023824028,-0.010138689750067445,-0.01191434286384057,-0.008884353513832955,-0.011183313402484078,-0.011331285316499542,-0.011103700020797221,-0.011934233787150833,-0.011790519950869513,-0.010825119112300371,-0.01100442000777893,-0.009883362479028737,0.0,-0.009894937804982967,-0.009946052781083063,-0.010715103063919403,-0.01127492668262716,-0.008892473688474763,-0.011384195044813862,-0.010425348778460077,-0.012141095114705694,-0.012111277189414299,-0.009739334689494877,-0.01146866345955722,-0.010263236476571654,-0.010393419926989257,-0.010247100778372214,-0.012444475554262268,0.0,-0.009974977702295397,-0.011176640022141325,-0.010182482203754884,-0.00994577644115123,-0.011372657193385798,-0.012798963058630085,0.0,-0.012818038425215363,-0.008812795212148014,-0.01034414231302758,-0.009909829348913725,-0.009021117074661522,-0.009159314799485882,-0.010781943877938325,-0.009992586149373123,-0.010851993344164226,-0.009072585005280277,-0.009039223794142704,-0.011027429644433377,-0.008730960979004982,-0.010745676170310295,-0.01094858088187483,-0.011633926119945253,-0.01042750356371457,-0.010625958799872435,-0.011746073913686848,-0.009450986809123072,-0.010129659777207072,-0.010062002296106834,-0.6398784854278562,0.6865511131432382,November,44,5
2024-11-01 01:00:00,-0.011124585684585356,-0.011726071538359879,-0.009922395529098666,-0.011205106088599948,-0.009362945684090771,-0.011657593087547543,-0.009742977213438125,-0.011409876892772963,-0.00848361939069751,-0.010711835979210514,-0.010884697779532122,-0.010652634277953075,-0.011379306284683813,-0.011273727497789878,-0.010402127341335526,-0.01058054161728393,-0.009586038339284063,0.0,-0.009530055561029663,-0.009577006839683735,-0.010310592480108308,-0.010818376889865105,-0.008620180311495706,-0.010903766761568498,-0.010010633187201521,-0.011654614140306501,-0.011634877140142597,-0.00939943879405396,-0.010990017437017356,-0.009917758681061173,-0.010025775394073962,-0.00988939115872691,-0.011940541166288041,0.0,-0.009578560644574172,-0.010677488771651176,-0.009755823342212974,-0.009534121547118574,-0.01091335718678685,-0.012166836921906657,0.0,-0.012225167548622568,-0.008477210830339657,-0.009915097156936203,-0.009557559503727633,-0.008723222072968266,-0.00883592795956064,-0.010343099827227484,-0.009580408555097735,-0.010388556566260277,-0.008721213854749442,-0.008718306386697197,-0.010525397019264755,-0.008448487300006824,-0.010291604276495,-0.010499915035445203,-0.010873108435329215,-0.009985414774215997,-0.010215400799100084,-0.011225971349590504,-0.009094008081532528,-0.00971346935515211,-0.009648751958821335,-0.6139625932302778,0.6034761211082462,November,44,5
2024-11-01 02:00:00,-0.012074856113818073,-0.012769268382891412,-0.010663709249585731,-0.012162952479077834,-0.010231320671787721,-0.012640638320980621,-0.010485086087852594,-0.012376526049447027,-0.009271229695987088,-0.01156809933884545,-0.01176073103363726,-0.01151805349709739,-0.012419611067357192,-0.01227526779783084,-0.01122158488690561,-0.011437134752749116,-0.01020854656946995,0.0,-0.010235637459612857,-0.010260550247018324,-0.011104341112783729,-0.011727153303015176,-0.009165550421845213,-0.011810348000252543,-0.01082946213229382,-0.012654788146882392,-0.01264199017981339,-0.010076471210659176,-0.011920841085472138,-0.010615603200347608,-0.010771460726229995,-0.010628805198326485,-0.012991383230540877,0.0,-0.010307976341798362,-0.011608077857331072,-0.010545385931521212,-0.010310196776870914,-0.011863019001955738,-0.013329580558384726,0.0,-0.013364364274776622,-0.009106954281171692,-0.010706919460172196,-0.010274045101479456,-0.009319895087226861,-0.009444171441964515,-0.01121561089225673,-0.010339355983269051,-0.01127969774498614,-0.009448278650032208,-0.009315739856247859,-0.011473182748618185,-0.009034366817962625,-0.011157694567246752,-0.011382934651583843,-0.011807737691313333,-0.010827315952300893,-0.011052001136061659,-0.012223465788751052,-0.00976460001503538,-0.01050016625356505,-0.010397152112206218,-0.663918888626505,0.33373250788495906,November,44,5
2024-11-01 03:00:00,-0.011496573653877728,-0.012105022552202804,-0.010218239147470736,-0.011584309986097217,-0.009686461602939473,-0.011990464730045171,-0.010066719228594688,-0.011802585360349256,-0.008781340205241371,-0.011041680512761252,-0.011217724455532438,-0.010952809673960747,-0.01173491663689117,-0.011653381922368375,-0.010748307992403415,-0.01093995577269158,-0.00985508933698259,0.0,-0.009850510366268841,-0.009875318780179212,-0.010642009417018023,-0.01117900133367335,-0.008879666838555116,-0.011230339213806857,-0.010297685559324346,-0.012024860376899442,-0.01202050084035557,-0.0096716136404947,-0.011352758913964842,-0.010206175125936407,-0.0103066500211612,-0.010206237861069096,-0.01232036006239804,0.0,-0.009868620694408097,-0.010995436114706287,-0.010082944032889675,-0.009801660517083614,-0.011239531021102445,-0.01254064309969074,0.0,-0.012585142017593661,-0.008666771279520428,-0.010234395942440461,-0.009781925321248747,-0.008966332787271698,-0.00902284020889241,-0.010649272535366985,-0.009854264758612417,-0.010688665063299017,-0.008994221607232839,-0.008890456864994374,-0.010855009071958726,-0.008722965441861307,-0.010628050433610613,-0.010840708376390505,-0.011160479896102608,-0.010316215185773027,-0.010521839853964439,-0.011537029209201976,-0.0093810716960132,-0.010008266185093304,-0.00986079018397409,-0.6326348205218127,0.46750694936785214,November,44,5
2024-11-01 04:00:00,-0.00973352738709016,-0.01016503517472875,-0.008908652690571103,-0.009811992382741868,-0.00801514784080601,-0.010089990354165043,-0.008699697369770863,-0.009929713332496919,-0.00728191668164005,-0.009452312158198443,-0.009528878722113538,-0.009196272454778973,-0.009694678517376605,-0.00984339992191537,-0.00925639547420191,-0.00932923165722908,-0.008592971307198107,0.0,-0.008547291664131904,-0.00854880410824902,-0.009141892059504485,-0.009536462039469396,-0.007932213938511847,-0.009467602320051964,-0.008725534806410818,-0.010046333225155421,-0.01012664391061803,-0.008434528732983036,-0.009593987241461842,-0.00879532972344788,-0.008886724818571955,-0.008897982582615573,-0.010248972839145973,0.0,-0.008464366505893843,-0.009209594787625204,-0.008628118665288342,-0.008353037183562602,-0.00937580513714159,-0.010264510749255808,0.0,-0.01026965655687644,-0.007502084658257967,-0.008694369463711977,-0.008408830646062598,-0.007748752260272633,-0.007884928997780363,-0.008937655197932054,-0.008437886172938345,-0.008871925156627575,-0.0075525334205595734,-0.007781356069598047,-0.00905580682714892,-0.00758160227171129,-0.008951983374819462,-0.009148255234047317,-0.00916952355438596,-0.008764643083122161,-0.008827995851522361,-0.009566813213388667,-0.008108261073557487,-0.008495872450397164,-0.00847410710680594,-0.5369903931076436,0.5082578129921573,November,44,5
2024-11-01 05:00:00,-0.007877804535178215,-0.007716282110090538,-0.007850660625520511,-0.007858636731428397,-0.006129323783943771,-0.007827072493217709,-0.007588697587459755,-0.007888480333709941,-0.0059916015692180824,-0.007857267384483417,-0.00786904632202981,-0.007326139398405681,-0.007319806342278322,-0.007774688241036947,-0.0077856374648151375,-0.007772943316063068,-0.007779857227345985,0.0,-0.007487422680498608,-0.00770893488224952,-0.007774935295320554,-0.007786459822472649,-0.007622504467869611,-0.007395343883463829,-0.007167701681999556,-0.007842420254805891,-0.007893885270739278,-0.0076896618722373565,-0.00778041198912777,-0.007678881283826909,-0.007721813350152505,-0.007732509829070893,-0.007776386947428556,0.0,-0.007251808675757229,-0.0071433016016298435,-0.007221088169563422,-0.007049916747960943,-0.007213123999986092,-0.007362200440961636,0.0,-0.007322525049754328,-0.006688658013098719,-0.0071786123208952505,-0.007107095379983632,-0.006971441065129551,-0.007207252713297813,-0.007143462186914189,-0.007124686616538232,-0.007113412197149654,-0.0063044754166086065,-0.006993469007993013,-0.0071364872060330755,-0.006927407386529243,-0.0071107802362619914,-0.007277623072503321,-0.0068757418124836015,-0.007214986483936497,-0.007198847593462608,-0.007224456157903874,-0.007205765113403601,-0.007035633818094015,-0.007199037603189719,-0.4420765150645125,0.55049556085689,November,44,5
2024-11-01 06:00:00,-0.00972777393696749,-0.009495430070414913,-0.010687253384018923,-0.00973680057875887,-0.007860707545985371,-0.009587095259716459,-0.010609289853045122,-0.009641883016969817,-0.008608283953767327,-0.009851395042675421,-0.009802512021594809,-0.00894037196228448,-0.008104422294132767,-0.009608946933512403,-0.010483408755820352,-0.009821209173054901,-0.011351136544570978,0.0,-0.011189949169506126,-0.010689505880630527,-0.010500807067962473,-0.009768344414171978,-0.011598016641028453,-0.009498757530749288,-0.009046929250694951,-0.009552708912096457,-0.00959871874737654,-0.010777285100363297,-0.009711665581292698,-0.009967717082248181,-0.00996881924970106,-0.01061173763357641,-0.008831422966337429,0.0,-0.009822079414829179,-0.008805075598552547,-0.009755780177110613,-0.009704877973042411,-0.008805748613283563,-0.007889185409980012,0.0,-0.007900671768633233,-0.009780849385964185,-0.009671856392147526,-0.009810224417874125,-0.010524710680257766,-0.010608279845167703,-0.008918248389982028,-0.009725166542713649,-0.0094664213172996,-0.008812894172655995,-0.010596947409660837,-0.008876042635491327,-0.010539571550594885,-0.008915370762756173,-0.009576112725248343,-0.008628768501330953,-0.009704068384482702,-0.009643204063414406,-0.00870062618284159,-0.010526501546224835,-0.00963160555877177,-0.009767755508933022,-0.5803389504842712,0.585452033250712,November,44,5
2024-11-01 07:00:00,-0.009993173666666667,-0.009993173666666667,-0.010992491033333334,-0.009993173666666667,-0.007994538933333335,-0.009993173666666667,-0.010992491033333334,-0.009993173666666667,-0.0089938563,-0.009993173666666667,-0.009993173666666667,-0.0089938563,-0.007994538933333335,-0.009993173666666667,-0.010992491033333334,-0.009993173666666667,-0.0119918084,0.0,-0.0119918084,-0.010992491033333334,-0.010992491033333334,-0.009993173666666667,-0.0119918084,-0.009993173666666667,-0.0089938563,-0.009993173666666667,-0.009993173666666667,-0.010992491033333334,-0.009993173666666667,-0.009993173666666667,-0.009993173666666667,-0.010992491033333334,-0.0089938563,0.0,-0.009993173666666667,-0.0089938563,-0.009993173666666667,-0.009993173666666667,-0.0089938563,-0.007994538933333335,0.0,-0.007994538933333335,-0.009993173666666667,-0.009993173666666667,-0.009993173666666667,-0.010992491033333334,-0.010992491033333334,-0.0089938563,-0.009993173666666667,-0.009993173666666667,-0.0089938563,-0.010992491033333334,-0.0089938563,-0.010992491033333334,-0.0089938563,-0.009993173666666667,-0.0089938563,-0.009993173666666667,-0.009993173666666667,-0.0089938563,-0.010992491033333334,-0.009993173666666667,-0.009993173666666667,-0.5975917852666667,0.7500000208616256,November,44,5
2024-11-01 08:00:00,0.2686305256036683,0.26915715692419523,0.2551051634083757,0.24876804365443564,0.2569497382827262,0.26314053056037684,0.25890536086528365,0.26445765508761176,0.2660464536905824,0.2760532594795116,0.2588392778694605,0.24785690481939718,0.24944260691615017,0.24704025036838426,0.24940304700200128,0.2522144370312973,0.25859332047911393,0.0,0.2669253974662197,0.2637431442585944,0.2671433855357711,0.2759647564462457,0.2576247431886714,0.25388740244847285,0.25363639973775365,0.2572751358391721,0.25681777923374116,0.25604973451735685,0.2561805833488057,0.25712486257286643,0.2592173486483222,0.2580616051145372,0.26631163926030427,0.0,0.2476191209007963,0.25180710295013153,0.23696104573802768,0.2551758439733811,0.22916991423008767,0.2553206960636961,0.0,0.2585719325178807,0.258734794726676,0.2592162899235607,0.2650971156830785,0.26168333416562556,0.24778033506320765,0.2607854832423871,0.2653188922884307,0.2658430012957576,0.2589307981572609,0.2630570126106526,0.2614892519290821,0.2764813305755118,0.2503587023818494,0.2617188880529274,0.28158670068410974,0.2736990442347973,0.25465397802463696,0.2560224712443936,0.26036419434165015,0.25946358612605314,0.2471074278979605,15.520585938683018,68.85187575571359,November,44,5
2024-11-01 09:00:00,2.2190368205335202,2.2396653592449214,2.103112593597593,1.8930615449948103,2.070311217321085,2.2340801644705386,2.128283981049384,2.1736078691394685,2.121183766131199,2.227896967168985,2.2380637296417807,2.073646379780945,2.017564892375476,2.000796712725288,2.08009762084821,2.1411101493648594,2.1955133688464956,0.0,2.281758667533616,2.225459264509346,2.2502109043737812,2.2758124812038627,2.203084179842617,1.9458862894114612,2.0381140747526802,2.1501326919982553,2.2162071590356227,2.188240901852409,2.175017130757446,2.20270506949264,2.2415528713209953,2.1942159703546555,2.2416533623163875,0.0,2.021659225306335,1.9070975227309142,1.9856013317209327,2.047288432937325,2.0265670712125585,2.1597272878537805,0.0,2.2348078029036604,2.2706491130202697,2.2241005483934653,2.243146035151086,2.2607898630393217,2.157446586942223,2.2335373476245715,2.269674921351835,2.2600818663933078,2.2050926973024727,2.282648185232592,2.194278708402032,2.265470922134839,2.1600207421241233,2.1877470948857334,2.2749290032881486,2.215880661393642,2.10894278141785,2.2402015396298935,2.23496551180993,2.178144168443041,2.190544184635845,130.02812531327206,525.4967102258101,November,44,5
